page_name,page_id,funding_entity,ad_creation_time,ad_delivery_start_time,ad_delivery_stop_time,ad_creative_body,ad_snapshot_url,currency,search_expression,crawl_timestamp,impressions.lower_bound,impressions.upper_bound,spend.lower_bound,spend.upper_bound,ad_creative_link_caption,ad_creative_link_title,ad_creative_link_description,kanton,region,partei,account_art,ad_uuid
BDP Kanton Bern,322804977901887,BDP Kanton Bern,2019-08-23T12:57:23Z,2019-09-23T12:00:00Z,2019-09-30T12:00:00Z,"André Roggli
https://www.bdp.info/be/de/wahlen2019/nationalratstammliste/andreroggli/ 

Am 20. Oktober #langweiligabergut wählen. #WahlCH19",https://www.facebook.com/ads/archive/render_ad/?id=1666042073528425,CHF,322804977901887,2019-10-10T02:22:26Z,0,999,0,99,NA,NA,NA,BE,CH/D,BDP,Kantonale Sektion,39
BDP Kanton Bern,322804977901887,BDP Kanton Bern,2019-08-23T12:57:23Z,2019-09-23T12:00:00Z,2019-09-27T12:00:00Z,"André Roggli
https://www.bdp.info/be/de/wahlen2019/nationalratstammliste/andreroggli/ 

Am 20. Oktober #langweiligabergut wählen. #WahlCH19",https://www.facebook.com/ads/archive/render_ad/?id=1666042073528425,CHF,322804977901887,2019-09-25T02:18:07Z,0,999,0,99,NA,NA,NA,BE,CH/D,BDP,Kantonale Sektion,39
BDP Kanton Bern,322804977901887,BDP Kanton Bern,2019-08-23T12:53:57Z,2019-09-23T09:00:00Z,2019-09-30T09:00:00Z,"Francesco M. Rappa 
https://www.bdp.info/be/de/wahlen2019/nationalratstammliste/francescorappa/ 

Am 20. Oktober #langweiligabergut wählen. #WahlCH19",https://www.facebook.com/ads/archive/render_ad/?id=1471667306330260,CHF,322804977901887,2019-10-10T02:22:26Z,0,999,0,99,NA,NA,NA,BE,CH/D,BDP,Kantonale Sektion,40
BDP Kanton Bern,322804977901887,BDP Kanton Bern,2019-08-23T12:53:57Z,2019-09-23T09:00:00Z,2019-09-27T09:00:00Z,"Francesco M. Rappa 
https://www.bdp.info/be/de/wahlen2019/nationalratstammliste/francescorappa/ 

Am 20. Oktober #langweiligabergut wählen. #WahlCH19",https://www.facebook.com/ads/archive/render_ad/?id=1471667306330260,CHF,322804977901887,2019-09-25T02:18:07Z,0,999,0,99,NA,NA,NA,BE,CH/D,BDP,Kantonale Sektion,40
BDP Kanton Bern,322804977901887,BDP Kanton Bern,2019-08-23T12:53:23Z,2019-09-20T12:00:00Z,2019-09-24T12:00:00Z,"Heinrich Gartentor (Martin Lüthi)
https://www.bdp.info/be/de/wahlen2019/nationalratstammliste/martinluethiheinrichgartentor/ 

Am 20. Oktober #langweiligabergut wählen. #WahlCH19",https://www.facebook.com/ads/archive/render_ad/?id=370431337225789,CHF,322804977901887,2019-10-10T02:22:26Z,0,999,0,99,NA,NA,NA,BE,CH/D,BDP,Kantonale Sektion,41
BDP Kanton Bern,322804977901887,BDP Kanton Bern,2019-08-23T12:52:59Z,2019-09-20T09:00:00Z,2019-09-28T12:05:37Z,"Philip Kohli 
https://www.bdp.info/be/de/wahlen2019/nationalratstammliste/philipkohli/ 

Am 20. Oktober #langweiligabergut wählen. #WahlCH19",https://www.facebook.com/ads/archive/render_ad/?id=478093036315784,CHF,322804977901887,2019-10-10T02:22:26Z,0,999,0,99,NA,NA,NA,BE,CH/D,BDP,Kantonale Sektion,42
BDP Kanton Bern,322804977901887,BDP Kanton Bern,2019-08-23T12:52:59Z,2019-09-20T09:00:00Z,2019-09-24T09:00:00Z,"Philip Kohli 
https://www.bdp.info/be/de/wahlen2019/nationalratstammliste/philipkohli/ 

Am 20. Oktober #langweiligabergut wählen. #WahlCH19",https://www.facebook.com/ads/archive/render_ad/?id=478093036315784,CHF,322804977901887,2019-09-25T02:18:07Z,0,999,0,99,NA,NA,NA,BE,CH/D,BDP,Kantonale Sektion,42
BDP Kanton Bern,322804977901887,BDP Kanton Bern,2019-08-23T12:52:17Z,2019-09-19T12:00:00Z,2019-09-28T12:05:24Z,"Josef Jenni
https://www.bdp.info/be/de/wahlen2019/nationalratstammliste/josefjenni/ 

Am 20. Oktober #langweiligabergut wählen. #WahlCH19",https://www.facebook.com/ads/archive/render_ad/?id=736595443447165,CHF,322804977901887,2019-10-10T02:22:26Z,0,999,0,99,NA,NA,NA,BE,CH/D,BDP,Kantonale Sektion,43
BDP Kanton Bern,322804977901887,BDP Kanton Bern,2019-08-23T12:52:17Z,2019-09-19T12:00:00Z,2019-09-23T12:00:00Z,"Josef Jenni
https://www.bdp.info/be/de/wahlen2019/nationalratstammliste/josefjenni/ 

Am 20. Oktober #langweiligabergut wählen. #WahlCH19",https://www.facebook.com/ads/archive/render_ad/?id=736595443447165,CHF,322804977901887,2019-09-25T02:18:07Z,0,999,0,99,NA,NA,NA,BE,CH/D,BDP,Kantonale Sektion,43
BDP Kanton Bern,322804977901887,BDP Kanton Bern,2019-08-23T12:51:25Z,2019-09-19T09:00:00Z,2019-10-04T07:17:30Z,"Adrian Hauser https://www.bdp.info/be/de/wahlen2019/nationalratstammliste/adrianhauser/ 

Am 20. Oktober #langweiligabergut wählen. #WahlCH19",https://www.facebook.com/ads/archive/render_ad/?id=369463120387334,CHF,322804977901887,2019-10-10T02:22:26Z,0,999,0,99,NA,NA,NA,BE,CH/D,BDP,Kantonale Sektion,44
BDP Kanton Bern,322804977901887,BDP Kanton Bern,2019-08-23T12:51:25Z,2019-09-19T09:00:00Z,2019-09-23T09:00:00Z,"Adrian Hauser https://www.bdp.info/be/de/wahlen2019/nationalratstammliste/adrianhauser/ 

Am 20. Oktober #langweiligabergut wählen. #WahlCH19",https://www.facebook.com/ads/archive/render_ad/?id=369463120387334,CHF,322804977901887,2019-10-01T02:20:06Z,0,999,0,99,NA,NA,NA,BE,CH/D,BDP,Kantonale Sektion,44
BDP Kanton Bern,322804977901887,BDP Kanton Bern,2019-08-23T12:50:59Z,2019-09-18T12:00:00Z,2019-09-28T12:04:51Z,"Jan Gnägi https://www.bdp.info/be/de/wahlen2019/nationalratstammliste/jangnaegi/ 

Am 20. Oktober #langweiligabergut wählen. #WahlCH19",https://www.facebook.com/ads/archive/render_ad/?id=2381653915420165,CHF,322804977901887,2019-10-10T02:22:26Z,0,999,0,99,NA,NA,NA,BE,CH/D,BDP,Kantonale Sektion,45
BDP Kanton Bern,322804977901887,BDP Kanton Bern,2019-08-23T12:50:59Z,2019-09-18T12:00:00Z,2019-09-22T12:00:00Z,"Jan Gnägi https://www.bdp.info/be/de/wahlen2019/nationalratstammliste/jangnaegi/ 

Am 20. Oktober #langweiligabergut wählen. #WahlCH19",https://www.facebook.com/ads/archive/render_ad/?id=2381653915420165,CHF,322804977901887,2019-09-25T02:18:07Z,0,999,0,99,NA,NA,NA,BE,CH/D,BDP,Kantonale Sektion,45
BDP Kanton Bern,322804977901887,BDP Kanton Bern,2019-08-23T12:46:38Z,2019-09-18T09:00:00Z,2019-09-28T12:04:21Z,"Ueli Frutiger https://www.bdp.info/be/de/wahlen2019/nationalratstammliste/uelifrutiger/ 

Am 20. Oktober #langweiligabergut wählen. #WahlCH19",https://www.facebook.com/ads/archive/render_ad/?id=602365366836797,CHF,322804977901887,2019-10-10T02:22:26Z,0,999,0,99,NA,NA,NA,BE,CH/D,BDP,Kantonale Sektion,46
BDP Kanton Bern,322804977901887,BDP Kanton Bern,2019-08-23T12:46:38Z,2019-09-18T09:00:00Z,2019-09-22T09:00:00Z,"Ueli Frutiger https://www.bdp.info/be/de/wahlen2019/nationalratstammliste/uelifrutiger/ 

Am 20. Oktober #langweiligabergut wählen. #WahlCH19",https://www.facebook.com/ads/archive/render_ad/?id=602365366836797,CHF,322804977901887,2019-09-25T02:18:07Z,0,999,0,99,NA,NA,NA,BE,CH/D,BDP,Kantonale Sektion,46
BDP Kanton Bern,322804977901887,BDP Kanton Bern,2019-08-23T12:42:56Z,2019-09-17T12:00:00Z,2019-09-28T12:04:01Z,"Heinz Egli https://www.bdp.info/be/de/wahlen2019/nationalratstammliste/heinzegli/ 

Am 20. Oktober #langweiligabergut wählen. #WahlCH19",https://www.facebook.com/ads/archive/render_ad/?id=707003403055377,CHF,322804977901887,2019-10-10T02:22:26Z,0,999,0,99,NA,NA,NA,BE,CH/D,BDP,Kantonale Sektion,47
BDP Kanton Bern,322804977901887,BDP Kanton Bern,2019-08-23T12:42:56Z,2019-09-17T12:00:00Z,2019-09-21T12:00:00Z,"Heinz Egli https://www.bdp.info/be/de/wahlen2019/nationalratstammliste/heinzegli/ 

Am 20. Oktober #langweiligabergut wählen. #WahlCH19",https://www.facebook.com/ads/archive/render_ad/?id=707003403055377,CHF,322804977901887,2019-09-25T02:18:07Z,0,999,0,99,NA,NA,NA,BE,CH/D,BDP,Kantonale Sektion,47
BDP Kanton Bern,322804977901887,BDP Kanton Bern,2019-08-23T12:49:52Z,2019-09-17T09:00:00Z,2019-10-04T07:16:24Z,"Daniel Cattaruzza
https://www.bdp.info/be/de/wahlen2019/nationalratstammliste/danielcattaruzza/

Am 20. Oktober #langweiligabergut wählen. #WahlCH19",https://www.facebook.com/ads/archive/render_ad/?id=485785828908574,CHF,322804977901887,2019-10-10T02:22:26Z,0,999,0,99,NA,NA,NA,BE,CH/D,BDP,Kantonale Sektion,48
BDP Kanton Bern,322804977901887,BDP Kanton Bern,2019-08-23T12:49:52Z,2019-09-17T09:00:00Z,2019-09-21T09:00:00Z,"Daniel Cattaruzza
https://www.bdp.info/be/de/wahlen2019/nationalratstammliste/danielcattaruzza/

Am 20. Oktober #langweiligabergut wählen. #WahlCH19",https://www.facebook.com/ads/archive/render_ad/?id=485785828908574,CHF,322804977901887,2019-10-01T02:20:06Z,0,999,0,99,NA,NA,NA,BE,CH/D,BDP,Kantonale Sektion,48
BDP Kanton Bern,322804977901887,BDP Kanton Bern,2019-08-23T12:35:26Z,2019-09-16T12:00:00Z,2019-09-28T12:03:42Z,"Beatrice Simon
https://www.bdp.info/be/de/wahlen2019/nationalratstammliste/beatricesimon/

Am 20. Oktober #langweiligabergut wählen. #WahlCH19",https://www.facebook.com/ads/archive/render_ad/?id=378272669789047,CHF,322804977901887,2019-10-10T02:22:26Z,0,999,0,99,NA,NA,NA,BE,CH/D,BDP,Kantonale Sektion,49
BDP Kanton Bern,322804977901887,BDP Kanton Bern,2019-08-23T12:35:26Z,2019-09-16T12:00:00Z,2019-09-20T12:00:00Z,"Beatrice Simon
https://www.bdp.info/be/de/wahlen2019/nationalratstammliste/beatricesimon/

Am 20. Oktober #langweiligabergut wählen. #WahlCH19",https://www.facebook.com/ads/archive/render_ad/?id=378272669789047,CHF,322804977901887,2019-09-25T02:18:07Z,0,999,0,99,NA,NA,NA,BE,CH/D,BDP,Kantonale Sektion,49
BDP Kanton Bern,322804977901887,BDP Kanton Bern,2019-08-23T12:26:14Z,2019-09-16T09:00:00Z,2019-09-28T12:03:27Z,"Michelle Renaud
https://www.bdp.info/be/de/wahlen2019/nationalratstammliste/michellerenaud/ 

Am 20. Oktober #langweiligabergut wählen. #WahlCH19",https://www.facebook.com/ads/archive/render_ad/?id=2063624850612319,CHF,322804977901887,2019-10-10T02:22:26Z,1000,4999,0,99,NA,NA,NA,BE,CH/D,BDP,Kantonale Sektion,50
BDP Kanton Bern,322804977901887,BDP Kanton Bern,2019-08-23T12:26:14Z,2019-09-16T09:00:00Z,2019-09-28T12:03:27Z,"Michelle Renaud
https://www.bdp.info/be/de/wahlen2019/nationalratstammliste/michellerenaud/ 

Am 20. Oktober #langweiligabergut wählen. #WahlCH19",https://www.facebook.com/ads/archive/render_ad/?id=2063624850612319,CHF,322804977901887,2019-09-28T02:18:43Z,0,999,0,99,NA,NA,NA,BE,CH/D,BDP,Kantonale Sektion,50
BDP Kanton Bern,322804977901887,BDP Kanton Bern,2019-08-23T12:26:14Z,2019-09-16T09:00:00Z,2019-09-20T09:00:00Z,"Michelle Renaud
https://www.bdp.info/be/de/wahlen2019/nationalratstammliste/michellerenaud/ 

Am 20. Oktober #langweiligabergut wählen. #WahlCH19",https://www.facebook.com/ads/archive/render_ad/?id=2063624850612319,CHF,322804977901887,2019-09-25T02:18:07Z,0,999,0,99,NA,NA,NA,BE,CH/D,BDP,Kantonale Sektion,50
BDP Kanton Bern,322804977901887,BDP Kanton Bern,2019-08-23T12:25:39Z,2019-09-13T12:00:00Z,2019-09-28T12:02:32Z,"Anita Luginbuehl https://www.bdp.info/be/de/wahlen2019/nationalratstammliste/anitaluginbuehl-bachmann/ 

Am 20. Oktober #langweiligabergut wählen. #WahlCH19",https://www.facebook.com/ads/archive/render_ad/?id=467639623815795,CHF,322804977901887,2019-10-10T02:22:26Z,0,999,0,99,NA,NA,NA,BE,CH/D,BDP,Kantonale Sektion,51
BDP Kanton Bern,322804977901887,BDP Kanton Bern,2019-08-23T12:25:39Z,2019-09-13T12:00:00Z,2019-09-17T12:00:00Z,"Anita Luginbuehl https://www.bdp.info/be/de/wahlen2019/nationalratstammliste/anitaluginbuehl-bachmann/ 

Am 20. Oktober #langweiligabergut wählen. #WahlCH19",https://www.facebook.com/ads/archive/render_ad/?id=467639623815795,CHF,322804977901887,2019-09-25T02:18:07Z,0,999,0,99,NA,NA,NA,BE,CH/D,BDP,Kantonale Sektion,51
BDP Kanton Bern,322804977901887,BDP Kanton Bern,2019-08-23T12:25:13Z,2019-09-13T09:00:00Z,2019-09-28T12:02:52Z,"Vania Kohli https://www.bdp.info/be/de/wahlen2019/nationalratstammliste/vaniakohli/ 

Am 20. Oktober #langweiligabergut wählen. #WahlCH19",https://www.facebook.com/ads/archive/render_ad/?id=2371721149751041,CHF,322804977901887,2019-10-10T02:22:26Z,0,999,0,99,NA,NA,NA,BE,CH/D,BDP,Kantonale Sektion,52
BDP Kanton Bern,322804977901887,BDP Kanton Bern,2019-08-23T12:25:13Z,2019-09-13T09:00:00Z,2019-09-17T09:00:00Z,"Vania Kohli https://www.bdp.info/be/de/wahlen2019/nationalratstammliste/vaniakohli/ 

Am 20. Oktober #langweiligabergut wählen. #WahlCH19",https://www.facebook.com/ads/archive/render_ad/?id=2371721149751041,CHF,322804977901887,2019-09-25T02:18:07Z,0,999,0,99,NA,NA,NA,BE,CH/D,BDP,Kantonale Sektion,52
BDP Kanton Bern,322804977901887,BDP Kanton Bern,2019-08-23T12:24:42Z,2019-09-12T12:00:00Z,2019-09-28T12:02:19Z,"Anita Herren https://www.bdp.info/be/de/wahlen2019/nationalratstammliste/anitaherren-brauen/ 

Am 20. Oktober #langweiligabergut wählen. #WahlCH19",https://www.facebook.com/ads/archive/render_ad/?id=646084679235768,CHF,322804977901887,2019-10-10T02:22:26Z,0,999,0,99,NA,NA,NA,BE,CH/D,BDP,Kantonale Sektion,53
BDP Kanton Bern,322804977901887,BDP Kanton Bern,2019-08-23T12:24:42Z,2019-09-12T12:00:00Z,2019-09-16T12:00:00Z,"Anita Herren https://www.bdp.info/be/de/wahlen2019/nationalratstammliste/anitaherren-brauen/ 

Am 20. Oktober #langweiligabergut wählen. #WahlCH19",https://www.facebook.com/ads/archive/render_ad/?id=646084679235768,CHF,322804977901887,2019-09-25T02:18:07Z,0,999,0,99,NA,NA,NA,BE,CH/D,BDP,Kantonale Sektion,53
BDP Kanton Bern,322804977901887,BDP Kanton Bern,2019-08-23T12:24:07Z,2019-09-12T09:00:00Z,2019-10-04T07:16:44Z,"Isabelle Heer
https://www.bdp.info/be/de/wahlen2019/nationalratstammliste/isabelleheer/ 

Am 20. Oktober #langweiligabergut wählen. #WahlCH19",https://www.facebook.com/ads/archive/render_ad/?id=820973031637583,CHF,322804977901887,2019-10-10T02:22:26Z,0,999,0,99,NA,NA,NA,BE,CH/D,BDP,Kantonale Sektion,54
BDP Kanton Bern,322804977901887,BDP Kanton Bern,2019-08-23T12:24:07Z,2019-09-12T09:00:00Z,2019-09-16T09:00:00Z,"Isabelle Heer
https://www.bdp.info/be/de/wahlen2019/nationalratstammliste/isabelleheer/ 

Am 20. Oktober #langweiligabergut wählen. #WahlCH19",https://www.facebook.com/ads/archive/render_ad/?id=820973031637583,CHF,322804977901887,2019-10-01T02:20:06Z,0,999,0,99,NA,NA,NA,BE,CH/D,BDP,Kantonale Sektion,54
BDP Kanton Bern,322804977901887,BDP Kanton Bern,2019-08-23T12:10:22Z,2019-09-11T12:00:00Z,2019-09-28T12:02:05Z,"Monika Gygax https://www.bdp.info/be/de/wahlen2019/nationalratstammliste/monikagygax-boeninger/ 

Am 20. Oktober #langweiligabergut wählen. #WahlCH19",https://www.facebook.com/ads/archive/render_ad/?id=2872710822758494,CHF,322804977901887,2019-10-10T02:22:26Z,0,999,0,99,NA,NA,NA,BE,CH/D,BDP,Kantonale Sektion,55
BDP Kanton Bern,322804977901887,BDP Kanton Bern,2019-08-23T12:10:22Z,2019-09-11T12:00:00Z,2019-09-15T12:00:00Z,"Monika Gygax https://www.bdp.info/be/de/wahlen2019/nationalratstammliste/monikagygax-boeninger/ 

Am 20. Oktober #langweiligabergut wählen. #WahlCH19",https://www.facebook.com/ads/archive/render_ad/?id=2872710822758494,CHF,322804977901887,2019-09-25T02:18:07Z,0,999,0,99,NA,NA,NA,BE,CH/D,BDP,Kantonale Sektion,55
BDP Kanton Bern,322804977901887,BDP Kanton Bern,2019-08-23T12:09:53Z,2019-09-11T09:00:00Z,2019-09-28T12:01:50Z,"Charlotte Gübeli https://www.bdp.info/be/de/wahlen2019/nationalratstammliste/charlotteguebeli-gruetter/ 

Am 20. Oktober #langweiligabergut wählen. #WahlCH19",https://www.facebook.com/ads/archive/render_ad/?id=2387300934883054,CHF,322804977901887,2019-10-10T02:22:26Z,0,999,0,99,NA,NA,NA,BE,CH/D,BDP,Kantonale Sektion,56
BDP Kanton Bern,322804977901887,BDP Kanton Bern,2019-08-23T12:09:53Z,2019-09-11T09:00:00Z,2019-09-15T09:00:00Z,"Charlotte Gübeli https://www.bdp.info/be/de/wahlen2019/nationalratstammliste/charlotteguebeli-gruetter/ 

Am 20. Oktober #langweiligabergut wählen. #WahlCH19",https://www.facebook.com/ads/archive/render_ad/?id=2387300934883054,CHF,322804977901887,2019-09-25T02:18:07Z,0,999,0,99,NA,NA,NA,BE,CH/D,BDP,Kantonale Sektion,56
BDP Kanton Bern,322804977901887,BDP Kanton Bern,2019-08-23T12:09:26Z,2019-09-10T12:00:00Z,2019-09-28T12:01:03Z,"Christine Bühler https://www.bdp.info/be/de/wahlen2019/nationalratstammliste/christinebuehler/ 

Am 20. Oktober #langweiligabergut wählen. #WahlCH19",https://www.facebook.com/ads/archive/render_ad/?id=386042075677484,CHF,322804977901887,2019-10-10T02:22:26Z,0,999,0,99,NA,NA,NA,BE,CH/D,BDP,Kantonale Sektion,57
BDP Kanton Bern,322804977901887,BDP Kanton Bern,2019-08-23T12:09:26Z,2019-09-10T12:00:00Z,2019-09-14T12:00:00Z,"Christine Bühler https://www.bdp.info/be/de/wahlen2019/nationalratstammliste/christinebuehler/ 

Am 20. Oktober #langweiligabergut wählen. #WahlCH19",https://www.facebook.com/ads/archive/render_ad/?id=386042075677484,CHF,322804977901887,2019-09-25T02:18:07Z,0,999,0,99,NA,NA,NA,BE,CH/D,BDP,Kantonale Sektion,57
BDP Kanton Bern,322804977901887,BDP Kanton Bern,2019-08-23T12:08:31Z,2019-09-10T09:00:00Z,2019-09-28T09:00:00Z,"Astrid Bärtschi https://www.bdp.info/be/de/wahlen2019/nationalratstammliste/astridbaertschi/ 

Am 20. Oktober #langweiligabergut wählen. #WahlCH19",https://www.facebook.com/ads/archive/render_ad/?id=349362842637467,CHF,322804977901887,2019-10-10T02:22:26Z,0,999,0,99,NA,NA,NA,BE,CH/D,BDP,Kantonale Sektion,58
BDP Kanton Bern,322804977901887,BDP Kanton Bern,2019-08-23T12:08:31Z,2019-09-10T09:00:00Z,2019-09-14T09:00:00Z,"Astrid Bärtschi https://www.bdp.info/be/de/wahlen2019/nationalratstammliste/astridbaertschi/ 

Am 20. Oktober #langweiligabergut wählen. #WahlCH19",https://www.facebook.com/ads/archive/render_ad/?id=349362842637467,CHF,322804977901887,2019-09-25T02:18:07Z,0,999,0,99,NA,NA,NA,BE,CH/D,BDP,Kantonale Sektion,58
BDP Kanton Bern,322804977901887,BDP Kanton Bern,2019-08-23T12:07:46Z,2019-09-09T12:00:00Z,2019-10-03T12:00:00Z,"Heinz Siegenthaler
https://www.bdp.info/be/de/wahlen2019/nationalratstammliste/heinzsiegenthalernationalratbisher/ 

Am 20. Oktober #langweiligabergut wählen. #WahlCH19",https://www.facebook.com/ads/archive/render_ad/?id=403650656992475,CHF,322804977901887,2019-10-10T02:22:26Z,1000,4999,0,99,NA,NA,NA,BE,CH/D,BDP,Kantonale Sektion,59
BDP Kanton Bern,322804977901887,BDP Kanton Bern,2019-08-23T12:07:46Z,2019-09-09T12:00:00Z,2019-09-13T12:00:00Z,"Heinz Siegenthaler
https://www.bdp.info/be/de/wahlen2019/nationalratstammliste/heinzsiegenthalernationalratbisher/ 

Am 20. Oktober #langweiligabergut wählen. #WahlCH19",https://www.facebook.com/ads/archive/render_ad/?id=403650656992475,CHF,322804977901887,2019-09-25T02:18:07Z,1000,4999,0,99,NA,NA,NA,BE,CH/D,BDP,Kantonale Sektion,59
BDP Kanton Bern,322804977901887,BDP Kanton Bern,2019-08-23T12:07:46Z,2019-09-09T12:00:00Z,2019-09-13T12:00:00Z,"Heinz Siegenthaler
https://www.bdp.info/be/de/wahlen2019/nationalratstammliste/heinzsiegenthalernationalratbisher/ 

Am 20. Oktober #langweiligabergut wählen. #WahlCH19",https://www.facebook.com/ads/archive/render_ad/?id=403650656992475,CHF,322804977901887,2019-09-12T02:14:59Z,0,999,0,99,NA,NA,NA,BE,CH/D,BDP,Kantonale Sektion,59
BDP Kanton Bern,322804977901887,BDP Kanton Bern,2019-08-27T08:50:51Z,2019-09-09T09:00:00Z,2019-09-30T11:58:55Z,"Lorenz Hess
https://lorenzhess.ch/de/
https://www.bdp.info/be/de/wahlen2019/nationalratstammliste/lorenzhessnationalratbisher/

Am 20. Oktober #langweiligabergut wählen. #WahlCH19",https://www.facebook.com/ads/archive/render_ad/?id=1228455687337330,CHF,322804977901887,2019-10-10T02:22:26Z,1000,4999,100,499,NA,NA,NA,BE,CH/D,BDP,Kantonale Sektion,60
BDP Kanton Bern,322804977901887,BDP Kanton Bern,2019-08-27T08:50:51Z,2019-09-09T09:00:00Z,2019-09-30T11:58:55Z,"Lorenz Hess
https://lorenzhess.ch/de/
https://www.bdp.info/be/de/wahlen2019/nationalratstammliste/lorenzhessnationalratbisher/

Am 20. Oktober #langweiligabergut wählen. #WahlCH19",https://www.facebook.com/ads/archive/render_ad/?id=1228455687337330,CHF,322804977901887,2019-09-30T02:19:49Z,1000,4999,0,99,NA,NA,NA,BE,CH/D,BDP,Kantonale Sektion,60
BDP Kanton Bern,322804977901887,BDP Kanton Bern,2019-08-27T08:50:51Z,2019-09-09T09:00:00Z,2019-09-13T09:00:00Z,"Lorenz Hess
https://lorenzhess.ch/de/
https://www.bdp.info/be/de/wahlen2019/nationalratstammliste/lorenzhessnationalratbisher/

Am 20. Oktober #langweiligabergut wählen. #WahlCH19",https://www.facebook.com/ads/archive/render_ad/?id=1228455687337330,CHF,322804977901887,2019-09-25T02:18:07Z,1000,4999,0,99,NA,NA,NA,BE,CH/D,BDP,Kantonale Sektion,60
BDP Kanton Bern,322804977901887,BDP Kanton Bern,2019-08-27T08:50:51Z,2019-09-09T09:00:00Z,2019-09-13T09:00:00Z,"Lorenz Hess
https://lorenzhess.ch/de/
https://www.bdp.info/be/de/wahlen2019/nationalratstammliste/lorenzhessnationalratbisher/

Am 20. Oktober #langweiligabergut wählen. #WahlCH19",https://www.facebook.com/ads/archive/render_ad/?id=1228455687337330,CHF,BDP,2019-09-11T00:14:55Z,0,999,0,99,NA,NA,NA,BE,CH/D,BDP,Kantonale Sektion,60
BDP Kanton Bern,322804977901887,BDP Kanton Bern,2019-08-23T12:40:21Z,2019-09-06T11:00:00Z,2019-10-06T11:00:00Z,"Beatrice Simon
https://www.regierungsraetin.ch/de/willkommen

Am 20. Oktober #langweiligabergut und unsere Regierungsrätin in den Ständerat wählen.",https://www.facebook.com/ads/archive/render_ad/?id=491285888365079,CHF,322804977901887,2019-10-10T02:22:26Z,1000,4999,0,99,NA,NA,NA,BE,CH/D,BDP,Kantonale Sektion,61
BDP Kanton Bern,322804977901887,BDP Kanton Bern,2019-08-23T12:40:21Z,2019-09-06T11:00:00Z,2019-10-01T11:00:00Z,"Beatrice Simon
https://www.regierungsraetin.ch/de/willkommen

Am 20. Oktober #langweiligabergut und unsere Regierungsrätin in den Ständerat wählen.",https://www.facebook.com/ads/archive/render_ad/?id=491285888365079,CHF,322804977901887,2019-09-25T02:18:07Z,1000,4999,0,99,NA,NA,NA,BE,CH/D,BDP,Kantonale Sektion,61
BDP Kanton Bern,322804977901887,BDP Kanton Bern,2019-08-23T12:40:21Z,2019-09-06T11:00:00Z,2019-10-01T11:00:00Z,"Beatrice Simon
https://www.regierungsraetin.ch/de/willkommen

Am 20. Oktober #langweiligabergut und unsere Regierungsrätin in den Ständerat wählen.",https://www.facebook.com/ads/archive/render_ad/?id=491285888365079,CHF,322804977901887,2019-09-12T02:14:59Z,0,999,0,99,NA,NA,NA,BE,CH/D,BDP,Kantonale Sektion,61
